
daily
Date,Crop,Stage,TraDef,Tra,NDef,TempSum,AbBiom,Yield,LAI,TotBiomN,AbBiomN,Mois,Mois,Mois_7,Mois_8,Mois_9,Precip,Irrig,SurfTemp,STemp_1,STemp_2,STemp_3,Tmin,Tavg,Tmax,Wind,Globrad,Relhumid,NFert
1996-02-09,wheat/winter wheat,2,1,0,0.81,23.3,657.7,0,1.2413,18.9,11.5,0.32379340311614974,0.21585569429934326,0.216,0.216,0.216,0,0,-2.3,-2,-1.4,-1,-14.8,-10,-5,2.6,4.56,81,0
1996-02-10,wheat/winter wheat,2,1,0,0.81,23.3,657.4,0,1.2411,18.9,11.5,0.32379340311614974,0.21585569429934326,0.216,0.216,0.216,0,0,-2.2,-2,-1.5,-1,-9.1,-4.7,0,3.6,2.53,80,0
1996-02-11,wheat/winter wheat,2,1,0.04,0.81,23.4,668.6,0,1.2408,18.9,11.5,0.32370312851087174,0.21581899138379212,0.216,0.216,0.216,0,0,-1,-1.3,-1.2,-1,-1,1.2,3,3.4,2.65,86,0
1996-02-12,wheat/winter wheat,2,1,0.04,0.8,24.6,680.6,0,1.26,18.9,11.5,0.33668968733806465,0.21581899138379212,0.216,0.216,0.216,5.7,0,0.4,-0.4,-0.7,-0.7,0.8,2.6,4,5.6,2.64,85,0
1996-02-13,wheat/winter wheat,2,1,0.01,0.79,24.6,691.6,0,1.2803,18.9,11.5,0.33926808039913664,0.2158185277362031,0.216,0.216,0.216,7.3,0,0.4,0,-0.4,-0.4,-1.3,0.3,2,3.2,2.62,93,0
1996-02-14,wheat/winter wheat,2,1,0,0.79,24.6,691.2,0,1.299,18.9,11.5,0.3407582118132782,0.2158185277362031,0.216,0.216,0.216,1,0,0.1,0,-0.2,-0.2,-2,-1.3,-1,4.6,2.69,90,0
1996-02-15,wheat/winter wheat,2,1,0,0.79,24.6,690.9,0,1.2987,18.9,11.5,0.3417434389355482,0.2158185277362031,0.216,0.216,0.216,0.7,0,-0.4,-0.2,-0.2,-0.1,-2.7,-1.7,-1,3.2,2.83,83,0
1996-02-16,wheat/winter wheat,2,1,0.02,0.79,24.6,702.9,0,1.2983,18.9,11.5,0.34240786923745986,0.2158178826113616,0.216,0.216,0.216,6,0,-0.5,-0.3,-0.2,-0.1,-1.5,1.1,4,5.9,2.8,92,0
1996-02-17,wheat/winter wheat,2,1,0.05,0.78,25.6,716,0,1.3187,18.9,11.5,0.3429552243186449,0.2158178826113616,0.216,0.216,0.216,4.4,0,0.4,0.1,0,0,1.1,2.3,3,7.4,3,84,0
1996-02-18,wheat/winter wheat,2,1,0.04,0.77,26.3,728.8,0,1.3409,18.9,11.5,0.34338561311435645,0.2158178826113616,0.216,0.216,0.216,4.2,0,1,0.6,0.3,0.2,0.6,1.9,3,5.7,2.81,87,0
1996-02-19,wheat/winter wheat,2,1,0.04,0.76,27,742.6,0,1.3625,18.9,11.5,0.3437338928285147,0.2158178826113616,0.216,0.216,0.216,3.1,0,1.4,1,0.6,0.5,0,1.8,4,3.1,3.5,89,0
1996-02-20,wheat/winter wheat,2,1,0,0.75,27,742.3,0,1.3857,18.9,11.5,0.34402208394883194,0.2158178826113616,0.216,0.216,0.216,0.7,0,0,0.4,0.5,0.5,-5.1,-2.3,1,3.3,2.92,90,0
1996-02-21,wheat/winter wheat,2,1,0,0.75,27,742,0,1.3854,18.9,11.5,0.3442648523626082,0.2158178826113616,0.216,0.216,0.216,0.3,0,-1.2,-0.4,0.1,0.4,-7.5,-5.9,-4,3.7,4.65,82,0
1996-02-22,wheat/winter wheat,2,1,0,0.75,27,741.7,0,1.3851,18.9,11.5,0.3444723782369337,0.2158178826113616,0.216,0.216,0.216,2,0,-2.5,-1.4,-0.5,0.1,-7.7,-6.2,-5,3,3.45,84,0
1996-02-23,wheat/winter wheat,2,1,0,0.76,27,741.5,0,1.3848,18.9,11.5,0.3446519677837962,0.2158178826113616,0.216,0.216,0.216,0.3,0,-1.2,-1.1,-0.6,-0.1,-11.2,-6.4,-2,1.5,11.59,84,0
1996-02-24,wheat/winter wheat,2,1,0,0.76,27,741.2,0,1.3846,18.9,11.5,0.34480901102314093,0.2158178826113616,0.216,0.216,0.216,0,0,-1.1,-1,-0.6,-0.2,-13,-6.5,0,2.7,12.05,75,0
1996-02-25,wheat/winter wheat,2,1,0.18,0.76,29.1,764.7,0,1.3843,19,11.6,0.3449475774826718,0.2158178826113616,0.216,0.216,0.216,0,0,-1.1,-1,-0.6,-0.3,-0.5,3.5,8,3.8,10.24,70,0
1996-02-26,wheat/winter wheat,2,1,0.32,0.74,33.9,792.6,0,1.4233,19,11.6,0.34507080102178095,0.2158178826113616,0.216,0.216,0.216,0,0,2.3,0.9,0.2,0,1.8,6.4,11,4.2,13.64,63,0
1996-02-27,wheat/winter wheat,2,1,0.18,0.73,38.1,820.2,0,1.4688,20.7,12.5,0.345181136528186,0.2158178826113616,0.216,0.216,0.216,0,0,4.3,2.6,1.2,0.7,-0.3,5.8,12,1,12.67,72,0
1996-02-28,wheat/winter wheat,2,1,0.11,0.75,39.1,842.3,0,1.5128,20.8,12.5,0.3452805359215416,0.2158178826113616,0.216,0.216,0.216,0,0,3.5,2.8,1.8,1.2,-1.4,2.1,6,1.4,7.91,88,0
1996-02-29,wheat/winter wheat,2,1,0.08,0.74,39.1,860.6,0,1.548,20.8,12.6,0.3453705717455056,0.2158178826113616,0.216,0.216,0.216,0,0,2.3,2.4,1.9,1.5,-2.2,0.6,3,2.2,5.97,91,0
1996-03-01,wheat/winter wheat,2,1,0.13,0.73,39.1,879.3,0,1.577,20.8,12.6,0.37401101655162133,0.21581293255918232,0.216,0.216,0.216,0.2,0,1.6,1.9,1.8,1.6,-2.3,0.1,3,4.5,6.97,69,0
1996-03-02,wheat/winter wheat,2,1,0.01,0.72,39.1,878.9,0,1.6068,20.8,12.6,0.38159186786809035,0.21581273566727863,0.216,0.216,0.216,0,0,0.1,0.9,1.3,1.5,-4.4,-0.8,3,3,11.7,72,0
1996-03-03,wheat/winter wheat,2,1,0.01,0.72,39.1,878.5,0,1.6064,21.8,13.6,0.38415452377698184,0.21581252026195305,0.216,0.216,0.216,0,0,-0.8,0.1,0.8,1.2,-3.8,-1.8,0,1.8,9.07,72,0
1996-03-04,wheat/winter wheat,2,1,0.01,0.76,39.1,878.1,0,1.6059,21.8,13.6,0.3856069650492522,0.21581227359547203,0.216,0.216,0.216,0,0,-1.8,-0.8,0.2,0.8,-4.8,-1.5,2,1.7,10.16,70,0
1996-03-05,wheat/winter wheat,2,1,0.08,0.76,39.1,896.1,0,1.6055,21.8,13.6,0.3863424092271341,0.21580925960326222,0.216,0.216,0.216,0.1,0,-1.5,-1,-0.1,0.4,0.1,1,2,2.9,3.76,81,0
1996-03-06,wheat/winter wheat,2,1,0.05,0.75,39.1,914.5,0,1.6343,21.8,13.6,0.3869578793708299,0.21580750501491175,0.216,0.216,0.216,1,0,1,0.3,0.2,0.5,-0.4,1,2,2.6,3.8,91,0
1996-03-07,wheat/winter wheat,2,1,0.07,0.74,39.1,934.7,0,1.6635,21.8,13.6,0.38733592832064634,0.21580482039861984,0.216,0.216,0.216,2.6,0,1,0.7,0.5,0.6,-1.1,0.9,3,5.3,5.61,86,0
1996-03-08,wheat/winter wheat,2,1,0.23,0.73,39.1,960.8,0,1.6955,21.9,13.6,0.3878552304142124,0.21580482039861984,0.216,0.216,0.216,0,0,0.6,0.6,0.6,0.7,-2.6,0.9,4,6.4,15.98,73,0
1996-03-09,wheat/winter wheat,2,1,0.23,0.72,39.1,985.7,0,1.7371,21.9,13.6,0.3882740044166841,0.21580482039861984,0.216,0.216,0.216,0,0,1,0.8,0.7,0.8,-3.7,0.1,4,6,15.87,71,0
1996-03-10,wheat/winter wheat,2,1,0.01,0.71,39.1,985.2,0,1.7766,21.9,13.6,0.3886139139894947,0.21580482039861984,0.216,0.216,0.216,0,0,0.9,0.9,0.8,0.8,-4.7,-0.8,3,5.7,16.82,66,0
1996-03-11,wheat/winter wheat,2,1,0,0.71,39.1,984.8,0,1.7761,21.9,13.6,0.38889585491160394,0.21580482039861984,0.216,0.216,0.216,0.2,0,-0.3,0.2,0.6,0.8,-5.2,-3.8,-2,5.3,8.13,74,0
1996-03-12,wheat/winter wheat,2,1,0,0.71,39.1,984.4,0,1.7757,21.9,13.6,0.3891338222197535,0.21580482039861984,0.216,0.216,0.216,0,0,-3.1,-1.4,-0.2,0.4,-7.3,-5.1,-3,5.1,9.61,76,0
1996-03-13,wheat/winter wheat,2,1,0,0.71,39.1,984,0,1.7754,21.9,13.6,0.38933757394143775,0.21580482039861984,0.216,0.216,0.216,0,0,-4.1,-2.6,-1.1,-0.2,-5.7,-3.7,-2,4,7.18,77,0
1996-03-14,wheat/winter wheat,2,1,0,0.71,39.1,983.5,0,1.775,21.9,13.6,0.38951413898299453,0.21580482039861984,0.216,0.216,0.216,0,0,-3,-2.5,-1.4,-0.6,-3,-1.3,0,5.1,4.47,79,0
1996-03-15,wheat/winter wheat,2,1,0,0.71,39.1,983,0,1.7745,21.9,13.6,0.3896687186416987,0.21580482039861984,0.216,0.216,0.216,0,0,-1.1,-1.5,-1.2,-0.7,-1.8,-0.3,1,6.8,5.5,82,0
1996-03-16,wheat/winter wheat,2,1,0.1,0.71,40,1004.9,0,1.774,21.9,13.7,0.38980525014163914,0.21580482039861984,0.216,0.216,0.216,0,0,-0.2,-0.7,-0.8,-0.6,0,1.7,3,7.4,4.87,87,0
1996-03-17,wheat/winter wheat,2,1,0.12,0.7,40.4,1026.3,0,1.8087,21.9,13.7,0.38992677221815564,0.21580482039861984,0.216,0.216,0.216,0,0,0.4,-0.1,-0.4,-0.4,0,1.4,3,4.2,4.48,88,0
1996-03-18,wheat/winter wheat,2,1,0.11,0.69,40.4,1047.2,0,1.8424,21.9,13.7,0.39003566985956084,0.21580482039861984,0.216,0.216,0.216,0,0,0.6,0.2,-0.1,-0.2,0,0.8,2,3.5,4.52,91,0
1996-03-19,wheat/winter wheat,2,1,0.14,0.68,41.7,1071,0,1.8755,22,13.7,0.3901338426361898,0.21580482039861984,0.216,0.216,0.216,0,0,1,0.6,0.2,0.1,-0.4,2,4,2.3,6.11,91,0
1996-03-20,wheat/winter wheat,2,1,0.3,0.67,44.9,1105.7,0,1.9127,22,13.7,0.3902228232245351,0.21580482039861984,0.216,0.216,0.216,0,0,2.5,1.5,0.8,0.5,-1.6,3.5,9,2.3,15.24,86,0
1996-03-21,wheat/winter wheat,2,1,0.32,0.65,49.1,1139.3,0,1.9663,24,14.8,0.3903038626007009,0.21580482039861984,0.216,0.216,0.216,0,0,3.6,2.5,1.5,0.9,-2.5,4.2,11,2,12.6,82,0
1996-03-22,wheat/winter wheat,2,1,0.19,0.68,57,1170.5,0,2.0173,24,14.9,0.3903779924041267,0.21580482039861984,0.216,0.216,0.216,1.9,0,4.6,3.4,2.2,1.5,2.9,7,11,1,6.23,87,0
1996-03-23,wheat/winter wheat,2,1,0.11,0.67,62.2,1198.3,0,2.0628,24.1,14.9,0.39044607133876524,0.21580482039861984,0.216,0.216,0.216,0.7,0,4.7,3.9,2.7,2,0.4,4.9,9,1.6,4.86,95,0
1996-03-24,wheat/winter wheat,2,1,0.19,0.66,70.1,1231.7,0,2.1023,24.1,14.9,0.3905088202059542,0.21580482039861984,0.216,0.216,0.216,1.9,0,5.3,4.4,3.2,2.5,4.3,6.8,9,3,7.09,90,0
1996-03-25,wheat/winter wheat,2,1,0.23,0.64,73.7,1259.2,0,2.1482,24.1,14.9,0.41906577508024645,0.21580482039861984,0.216,0.216,0.216,0,0,4.8,4.4,3.5,2.9,0.7,3.6,7,4.2,5.24,85,0
1996-03-26,wheat/winter wheat,2,0.64,0.15,0.63,78.2,1287.8,0,2.1854,24.1,14.9,0.4235879473737237,0.21566837711888096,0.215,0.216,0.216,0,0,4.7,4.4,3.7,3.1,-0.1,4.2,9,3.5,5.53,87,0
1996-03-27,wheat/winter wheat,2,0.58,0.31,0.62,78.2,1321.5,0,2.2232,24.1,14.9,0.4220898842425269,0.21538665633379164,0.215,0.215,0.216,0,0,4.3,4.2,3.7,3.3,-3.7,0.8,5,3.2,21.36,54,0
1996-03-28,wheat/winter wheat,2,0.6,0.27,0.6,78.2,1351.7,0,2.2678,25.1,15.5,0.4208436864779532,0.21514441328070263,0.215,0.215,0.216,0,0,3.6,3.8,3.6,3.3,-4.8,0.5,6,2.8,13.43,57,0
1996-03-29,wheat/winter wheat,2,0.62,0.14,0.62,80.3,1382.4,0,2.3078,25.1,15.5,0.4248422127769859,0.21502094804610086,0.215,0.215,0.216,1.5,0,3.3,3.5,3.4,3.3,-0.1,2.4,5,4.2,8.37,80,0
1996-03-30,wheat/winter wheat,2,0.57,0.14,0.6,80.3,1414.9,0,2.348,25.1,15.5,0.39355561166035474,0.24822983862617976,0.215,0.215,0.216,0.8,0,2.8,3.1,3.2,3.2,-2.6,0.7,4,3.2,14.36,81,0
1996-03-31,wheat/winter wheat,2,0.96,0.32,0.59,80.3,1445.6,0,2.3907,25.2,15.5,0.3595260922339532,0.2812801238165382,0.215,0.215,0.216,0,0,0.7,1.8,2.6,2.8,-3.1,0.3,4,2.9,13.43,78,0
1996-04-01,wheat/winter wheat,2,1,0.02,0.58,80.3,1444.9,0,2.4309,25.2,15.5,0.3470458537314151,0.29371165526598486,0.215,0.215,0.216,0,0,0.3,1.1,2,2.4,-3.4,-0.3,3,2.3,18.06,75,0
1996-04-02,wheat/winter wheat,2,1,0.01,0.58,80.3,1444.2,0,2.4302,26.8,17.2,0.3470150626301498,0.29369913653842045,0.215,0.215,0.216,0,0,-0.3,0.5,1.5,2,-5.4,-0.7,4,2.3,16.37,80,0
1996-04-03,wheat/winter wheat,2,1,0.36,0.65,80.3,1477.9,0,2.4295,26.9,17.2,0.34622944234655506,0.2933960666082159,0.215,0.215,0.216,0,0,-0.7,0.1,1,1.6,-3.5,0.1,4,4.8,13.22,74,0
1996-04-04,wheat/winter wheat,2,1,0.29,0.64,82.6,1509.4,0,2.4737,26.9,17.2,0.3450645823069649,0.29327136649254787,0.215,0.215,0.216,0,0,0.1,0.3,0.9,1.3,-0.1,2.4,5,3.8,5.62,79,0
1996-04-05,wheat/winter wheat,2,1,0.27,0.62,85.6,1542,0,2.5144,26.9,17.2,0.34400839287429547,0.2931437127861543,0.214,0.215,0.216,0,0,0.8,0.7,0.9,1.2,1.5,2.8,4,4.1,6.06,84,0
1996-04-06,wheat/winter wheat,2,1,0.3,0.61,91.1,1579.1,0,2.556,30.9,19.7,0.34289929774566863,0.29299125250801766,0.214,0.215,0.216,0,0,1.7,1.3,1.2,1.3,1.3,4.3,7,3.1,8.15,90,0
1996-04-07,wheat/winter wheat,2,1,0.74,0.68,102.5,1642,0,2.602,31,19.7,0.34033615044753013,0.2924647701526744,0.214,0.214,0.215,0,0,4.3,2.9,2,1.7,-1.6,7.7,17,1,16.71,72,0
1996-04-08,wheat/winter wheat,2,1,0.81,0.67,114.3,1707.6,0,2.6758,31.1,19.8,0.30435210138009444,0.32506639789151154,0.214,0.214,0.215,0,0,6.1,4.4,3,2.3,1.3,7.9,15,2.7,17.28,77,0
1996-04-09,wheat/winter wheat,2,1,0.39,0.65,122.1,1748.5,0,2.7485,31.1,19.8,0.26978168890030446,0.3580528491006032,0.213,0.214,0.215,0,0,6,5,3.7,2.9,3.5,5.5,8,1.3,5.77,80,0
1996-04-10,wheat/winter wheat,2,1,0.51,0.63,132.7,1798.2,0,2.7922,31.1,19.8,0.2541946723098772,0.3715754704868099,0.213,0.214,0.215,0,0,6.3,5.4,4.2,3.4,2.7,7,11,1.2,9.46,84,0
1996-04-11,wheat/winter wheat,2,1,0.18,0.62,139.5,1838.6,0,2.8424,31.1,19.8,0.2422793113260503,0.3945158928360816,0.213,0.214,0.215,3.7,0,5.9,5.4,4.5,3.8,-0.4,4.8,10,2.7,5.85,91,0
1996-04-12,wheat/winter wheat,2,1,0.02,0.61,139.5,1837.8,0,2.8822,31.1,19.8,0.23968975375698498,0.39702785623088377,0.213,0.214,0.215,0,0,4.8,4.9,4.5,4,-3.7,-0.3,3,3.8,19.7,64,0
1996-04-13,wheat/winter wheat,2,1,0.48,0.61,142.1,1879.6,0,2.8813,31.2,19.8,0.23698042671945885,0.3977896893363373,0.213,0.214,0.215,0,0,4.3,4.5,4.3,4,-0.9,2.4,6,3.2,9.42,75,0
1996-04-14,wheat/winter wheat,2,1,0.76,0.59,148,1932.8,0,2.9217,31.3,19.9,0.2341724392318675,0.39758402272549304,0.213,0.213,0.215,0,0,4.7,4.5,4.3,4,-1,4.2,9,2.3,15.38,68,0
1996-04-15,wheat/winter wheat,2,1,1.17,0.58,155.6,1995.7,0,2.9715,31.4,19.9,0.23047663648252473,0.36335751448949877,0.227,0.227,0.227,0,0,6.4,5.4,4.7,4.2,-3.5,5,14,1.3,25.53,54,0
1996-04-16,wheat/winter wheat,2,1,1.56,0.56,170.3,2071.4,0,3.028,34,21.8,0.22576693089507768,0.3286638064754926,0.227,0.227,0.227,0,0,8.3,6.8,5.4,4.7,0.7,8.7,17,1.9,24.86,47,0
1996-04-17,wheat/winter wheat,2,1,2.15,0.6,188.3,2160.7,0,3.0909,34.1,21.9,0.21936040759244213,0.29345608322779926,0.227,0.227,0.227,0,0,10.3,8.4,6.5,5.4,1.8,10.3,19,3.3,25.9,41,0
1996-04-18,wheat/winter wheat,2,1,1.63,0.58,206.4,2250.4,0,3.1581,34.2,21.9,0.21457947811087072,0.2587050254422389,0.227,0.227,0.227,0,0,11.7,9.7,7.5,6.2,1.8,10.3,19,1.5,24.09,59,0
1996-04-19,wheat/winter wheat,2,1,1.91,0.56,230.6,2348.3,0,3.219,34.3,22,0.20911370470372126,0.22374018619909153,0.227,0.227,0.227,0,0,13.2,11.1,8.7,7.1,5.4,13.3,21,1.6,23.74,58,0
1996-04-20,wheat/winter wheat,2,1,2.47,0.54,260,2448,0,3.2765,34.5,22.2,0.20212880258099988,0.21570924985324025,0.224,0.224,0.224,0,0,15.2,12.8,10,8.1,7.2,15.9,25,1.7,25.23,47,0
1996-04-21,wheat/winter wheat,3,1,2.75,0.51,293.2,2547.3,0,3.3251,34.7,22.3,0.1944296770092414,0.21245532812803325,0.22,0.221,0.222,0,0,17.1,14.5,11.3,9.2,9.4,17.7,26,1.5,26.28,40,0
1996-04-22,wheat/winter wheat,3,1,2.86,0.49,304.7,2643,0,3.3694,34.9,22.5,0.18648777316116874,0.2097888531843689,0.218,0.219,0.22,0,0,18.7,16.1,12.7,10.4,9.7,18.3,27,1.6,25.07,41,0
1996-04-23,wheat/winter wheat,3,1,2.35,0.47,315.6,2724,0,3.4119,35.1,22.6,0.20654899947277108,0.207688751614955,0.216,0.218,0.219,8.4,0,19.1,17,13.8,11.5,10.4,17.4,24,3.4,18.67,55,0
1996-04-24,wheat/winter wheat,3,1,1,0.46,322.5,2796.6,0,3.4478,35.2,22.7,0.24105942909088532,0.20843550791709675,0.216,0.217,0.218,12.2,0,17.9,16.8,14.3,12.3,6.4,11.3,16,2.4,17.16,83,0
1996-04-25,wheat/winter wheat,3,1,1.89,0.44,328.7,2873.1,0,3.4798,35.3,22.8,0.23455532520528513,0.2081815171007291,0.215,0.216,0.217,0,0,17,16.4,14.5,12.8,4.8,10.2,16,2.6,21.02,70,0
1996-04-26,wheat/winter wheat,3,1,2.09,0.43,334.8,2953.2,0,3.5135,35.5,23,0.22871131543014525,0.2065795484997733,0.214,0.216,0.217,0,0,16.6,16.1,14.5,13.1,2.9,9.9,17,2.6,24.6,71,0
1996-04-27,wheat/winter wheat,3,1,1.88,0.41,343.5,3023.9,0,3.5487,35.7,23.1,0.22363967372562513,0.20499943339883217,0.213,0.215,0.216,0,0,16.4,15.9,14.6,13.3,9.1,13.6,18,1.9,17.97,73,0
1996-04-28,wheat/winter wheat,3,1,2.13,0.4,351.1,3098,0,3.5796,35.9,23.3,0.21790783213109657,0.2032038405426351,0.212,0.214,0.216,0,0,16.4,15.8,14.6,13.4,5.1,12,19,2.3,21.62,72,0
1996-04-29,wheat/winter wheat,3,1,1.38,0.39,356.8,3149,0,3.6119,36,23.4,0.21422812631043117,0.20204451819606017,0.212,0.214,0.215,0,0,15.1,15.1,14.4,13.4,5.4,9.1,13,2.6,12.27,72,0
1996-04-30,wheat/winter wheat,3,1,0.59,0.38,362.6,3200.6,0,3.6342,36.1,23.4,0.23410017528959118,0.20154508833024365,0.212,0.214,0.215,7.1,0,14.2,14.4,14,13.2,5.8,9.3,13,2.2,12.86,86,0
1996-05-01,wheat/winter wheat,3,1,2.27,0.37,370,3274.4,0,3.6566,36.3,23.6,0.22813741207992524,0.19963445335801625,0.211,0.213,0.215,0,0,14.5,14.3,13.8,13.1,4.7,11.3,18,3.1,24.41,78,0
1996-05-02,wheat/winter wheat,3,1,0.96,0.36,378,3330.8,0,3.6886,36.4,23.7,0.23085559546082415,0.1988349233647658,0.21,0.213,0.214,2.3,0,14.4,14.2,13.7,13,7.3,12.2,17,2.7,15.53,85,0
1996-05-03,wheat/winter wheat,3,1,0.63,0.35,384.1,3379.5,0,3.713,36.5,23.8,0.2380384298525913,0.19831232791730177,0.21,0.212,0.214,3.4,0,13.7,13.8,13.4,12.9,5.3,9.5,14,2,13.3,86,0
1996-05-04,wheat/winter wheat,3,1,0.16,0.34,388.2,3416.7,0,3.734,36.5,23.8,0.24044421239817282,0.19911448616320102,0.21,0.212,0.214,1.9,0,12.4,12.9,13,12.6,4.7,6.6,9,3.1,7.51,86,0
1996-05-05,wheat/winter wheat,3,1,1.82,0.33,391.5,3470,0,3.75,36.9,24.1,0.23456715327938005,0.19873258386670437,0.209,0.212,0.214,0,0,11.5,12.1,12.4,12.3,1.7,5.5,9,2.7,23.2,68,0
1996-05-06,wheat/winter wheat,3,1,1.5,0.33,395.4,3518.8,0,3.773,37.1,24.2,0.23053300635632798,0.19762801695420507,0.208,0.211,0.213,0.2,0,11,11.5,11.9,11.9,0.4,6.3,12,2.7,17.95,69,0
1996-05-07,wheat/winter wheat,3,1,0.32,0.32,400.1,3555.5,0,3.7939,37.1,24.3,0.24249343336227955,0.20121332312459195,0.208,0.211,0.213,5.8,0,10.3,10.9,11.4,11.4,5.7,7.3,9,4.9,7.32,81,0
1996-05-08,wheat/winter wheat,3,1,0.22,0.32,405.2,3591.6,0,3.8096,37.9,24.9,0.24349913223212882,0.2093582159648112,0.208,0.211,0.213,3.8,0,9.8,10.4,10.9,11,6.4,7.8,9,3.5,7.1,84,0
1996-05-09,wheat/winter wheat,3,1,0,0.33,407.8,3627.4,0,3.8251,37.9,24.9,0.24575645955625788,0.225740049424804,0.221,0.215,0.213,8.1,0,8.9,9.7,10.3,10.6,2.6,4.5,7,4.1,7.08,93,0
1996-05-10,wheat/winter wheat,3,1,0.43,0.33,410.3,3662.5,0,3.8404,37.9,25,0.24038496570896897,0.22392740232641903,0.224,0.222,0.219,0.1,0,8,8.9,9.7,10.1,2.5,4.3,6,2.1,7.13,92,0
1996-05-11,wheat/winter wheat,3,1,0.78,0.32,414.9,3699,0,3.8554,38,25,0.2368599141929263,0.22179384823891715,0.223,0.223,0.222,0,0,7.8,8.5,9.2,9.6,5,7,9,1.7,7.18,91,0
1996-05-12,wheat/winter wheat,3,1,0.91,0.31,421.2,3735.7,0,3.871,38.1,25.1,0.23402722724951483,0.21999751073264637,0.221,0.222,0.222,0,0,8.1,8.4,9,9.3,6.8,9.2,12,2.7,7.19,89,0
1996-05-13,wheat/winter wheat,3,1,0,0.31,427.2,3772.6,0,3.8866,38.1,25.1,0.23779863620166208,0.21939947076259012,0.221,0.221,0.221,2.1,0,8.2,8.4,8.8,9,8.3,8.8,9,3.7,7.27,98,0
1996-05-14,wheat/winter wheat,3,1,0.83,0.3,434.1,3810.1,0,3.9022,38.5,25.4,0.23539844949425084,0.21837347733727316,0.22,0.22,0.221,0,0,8.5,8.5,8.7,8.8,7.4,9.8,12,2.7,8.4,92,0
1996-05-15,wheat/winter wheat,3,1,0.02,0.3,439.6,3846.4,0,3.9181,38.5,25.4,0.2449793962384239,0.22482255885585092,0.224,0.223,0.222,7.4,0,8.4,8.5,8.6,8.7,5.5,8,10,3.5,7.3,91,0
1996-05-16,wheat/winter wheat,3,1,1.04,0.3,443.8,3883.6,0,3.9335,38.6,25.5,0.23862389815070015,0.22296232410511985,0.223,0.223,0.223,0,0,8,8.3,8.5,8.6,3.6,6.4,9,3.4,9.65,85,0
1996-05-17,wheat/winter wheat,3,1,2.19,0.29,454.1,3940.6,0,3.9491,38.9,25.7,0.23213105093150807,0.2198890021467209,0.222,0.222,0.222,0.6,0,9.9,9.2,8.8,8.6,7.4,13.9,21,3.3,20.9,79,0
1996-05-18,wheat/winter wheat,3,1,2.1,0.29,465,3995.3,0,3.973,39.1,25.9,0.22677982640887576,0.217423603338726,0.22,0.22,0.221,0.4,0,11.2,10.1,9.3,8.9,10.5,14.7,19,2.8,19.06,83,0
1996-05-19,wheat/winter wheat,3,1,2.06,0.28,477,4054.9,0,3.9959,39.4,26.1,0.23136178734853266,0.21546208821260301,0.218,0.219,0.22,4,0,12.6,11.3,10,9.3,10.6,15.9,21,2.4,22.24,79,0
1996-05-20,wheat/winter wheat,3,1,3.05,0.28,485.2,4115.4,0,4.0208,40,26.7,0.22369457793958222,0.21288044528195862,0.217,0.218,0.219,0.1,0,13,11.9,10.6,9.8,6.2,11.2,16,3.8,25.26,70,0
1996-05-21,wheat/winter wheat,3,1,1.85,0.28,492.8,4173.6,0,4.0459,40.2,26.9,0.21907327915065455,0.21135644900018594,0.216,0.217,0.218,1,0,13.4,12.4,11.2,10.3,3.9,10.3,17,2.1,24.04,75,0
1996-05-22,wheat/winter wheat,3,1,1.73,0.28,500.8,4221.8,0,4.07,40.9,27.5,0.21477611190401,0.20993444404244355,0.215,0.216,0.217,0.5,0,13.2,12.6,11.5,10.6,6.5,10.8,15,2.3,16.68,76,0
1996-05-23,wheat/winter wheat,3,1,0.57,0.29,509.4,4262.5,0,4.0899,41.2,27.7,0.21782585414486014,0.2094675812385914,0.215,0.216,0.217,2.5,0,12.9,12.5,11.6,10.9,8.6,11.5,14,3.2,9.95,82,0
1996-05-24,wheat/winter wheat,3,1,2.78,0.29,521.6,4322.2,0,4.1066,41.7,28.2,0.21094017000580775,0.20718101434542657,0.213,0.215,0.216,0.8,0,13.9,13.1,12,11.2,10.1,15.8,21,3.7,20.67,71,0
1996-05-25,wheat/winter wheat,3,1,1.02,0.29,531.8,4365.5,0,4.1311,43,29.2,0.2206831766347197,0.20634151377175589,0.213,0.215,0.216,4.9,0,14,13.3,12.3,11.5,8.9,13.3,18,4.6,11.36,80,0
1996-05-26,wheat/winter wheat,3,1,2.13,0.33,540.6,4418.4,0,4.1487,43.2,29.4,0.21558500055183047,0.20459514335578874,0.212,0.214,0.215,0.1,0,13.8,13.3,12.4,11.7,7.5,11.6,16,3.3,14.02,77,0
1996-05-27,wheat/winter wheat,3,1,0.91,0.32,548.8,4473,0,4.1703,43.8,29.9,0.2354041840883727,0.20384950763200196,0.212,0.214,0.215,7.9,0,13.5,13.2,12.5,11.8,6.2,10.8,15,4.6,15.25,84,0
1996-05-28,wheat/winter wheat,3,1,2.53,0.33,555,4534.2,0,4.1924,44.1,30.1,0.22928331246476416,0.20177993718127718,0.211,0.213,0.214,0.1,0,13,12.9,12.4,11.9,4.3,8.3,12,4.9,20.43,72,0
1996-05-29,wheat/winter wheat,3,1,3.58,0.32,564.4,4605.6,0,4.2172,44.5,30.5,0.22063504030254422,0.19884770550768938,0.209,0.212,0.214,0,0,13.8,13.2,12.6,12,4.4,12.2,20,2.6,24.46,68,0
