
daily
Date,Crop,Stage,AbBiom,OrgBiom/Leaf,OrgBiom/Fruit,Yield,LAI,Precip,Mois_1,Mois_2,Mois_3,Mois_1,Mois_2,Mois_3,SOC_1,SOC_2,SOC_3,Tavg,Globrad
1993-02-03,wheat/winter wheat,2,146,141.9,0,0,0.283,0,0.258,0.236,0.236,0.258,0.236,0.236,0.0086,0.0077,0.0077,-0.6,2.459
1993-02-04,wheat/winter wheat,2,146,141.8,0,0,0.283,0,0.258,0.235,0.236,0.258,0.235,0.236,0.0086,0.0077,0.0077,-1,3.005
1993-02-05,wheat/winter wheat,2,149.2,144.7,0,0,0.2829,0,0.257,0.235,0.236,0.257,0.235,0.236,0.0086,0.0077,0.0077,0.1,1.779
1993-02-06,wheat/winter wheat,2,152.6,147.7,0,0,0.2886,2.4,0.281,0.235,0.236,0.281,0.235,0.236,0.0086,0.0077,0.0077,1.6,1.463
1993-02-07,wheat/winter wheat,2,152.5,147.6,0,0,0.2945,0,0.281,0.235,0.236,0.281,0.235,0.236,0.0086,0.0077,0.0077,-0.2,4.489
1993-02-08,wheat/winter wheat,2,157.4,152,0,0,0.2944,0,0.279,0.235,0.235,0.279,0.235,0.235,0.0086,0.0077,0.0077,1.8,4.026
1993-02-09,wheat/winter wheat,2,161.5,155.6,0,0,0.303,0.1,0.278,0.234,0.235,0.278,0.234,0.235,0.0086,0.0077,0.0077,2.8,1.912
1993-02-10,wheat/winter wheat,2,165.3,159,0,0,0.3101,0,0.275,0.234,0.234,0.275,0.234,0.234,0.0086,0.0077,0.0077,0.5,1.822
1993-02-11,wheat/winter wheat,2,165.2,158.9,0,0,0.3168,0,0.275,0.234,0.234,0.275,0.234,0.234,0.0086,0.0077,0.0077,-0.6,2.211
1993-02-12,wheat/winter wheat,2,171.2,164.2,0,0,0.3167,0,0.273,0.234,0.234,0.273,0.234,0.234,0.0086,0.0077,0.0077,0.6,6.463
1993-02-13,wheat/winter wheat,2,171.1,164.2,0,0,0.3272,0,0.273,0.234,0.234,0.273,0.234,0.234,0.0086,0.0077,0.0077,-0.7,1.324
1993-02-14,wheat/winter wheat,2,175.9,168.4,0,0,0.3271,0,0.271,0.234,0.234,0.271,0.234,0.234,0.0086,0.0077,0.0077,0.7,2.801
1993-02-15,wheat/winter wheat,2,182.1,173.9,0,0,0.3354,0,0.268,0.234,0.233,0.268,0.234,0.233,0.0086,0.0077,0.0077,1.1,5.401
1993-02-16,wheat/winter wheat,2,182,173.8,0,0,0.3463,0.8,0.276,0.234,0.233,0.276,0.234,0.233,0.0086,0.0077,0.0077,-0.8,3.742
1993-02-17,wheat/winter wheat,2,187.4,178.5,0,0,0.3462,4.1,0.314,0.233,0.233,0.314,0.233,0.233,0.0086,0.0077,0.0077,2.8,2.312
1993-02-18,wheat/winter wheat,2,194.4,184.6,0,0,0.3555,0.4,0.243,0.245,0.245,0.243,0.245,0.245,0.0086,0.0077,0.0077,1.9,5.38
1993-02-19,wheat/winter wheat,2,201.2,190.6,0,0,0.3676,3.9,0.241,0.244,0.244,0.241,0.244,0.244,0.0086,0.0077,0.0077,2.8,4.001
1993-02-20,wheat/winter wheat,2,209.7,198,0,0,0.3793,3.4,0.244,0.244,0.244,0.244,0.244,0.244,0.0086,0.0077,0.0077,1.6,8.917
1993-02-21,wheat/winter wheat,2,209.6,197.9,0,0,0.394,0.8,0.252,0.24,0.241,0.252,0.24,0.241,0.0086,0.0077,0.0077,-1,4.72
1993-02-22,wheat/winter wheat,2,209.6,197.9,0,0,0.3939,0,0.252,0.238,0.239,0.252,0.238,0.239,0.0086,0.0077,0.0077,-4.4,11.69
1993-02-23,wheat/winter wheat,2,209.5,197.8,0,0,0.3938,0,0.252,0.237,0.238,0.252,0.237,0.238,0.0086,0.0077,0.0077,-3.4,6.376
1993-02-24,wheat/winter wheat,2,209.4,197.8,0,0,0.3937,0.8,0.261,0.237,0.238,0.261,0.237,0.238,0.0086,0.0077,0.0077,-0.9,3.487
1993-02-25,wheat/winter wheat,2,209.3,197.7,0,0,0.3936,0.3,0.264,0.236,0.237,0.264,0.236,0.237,0.0086,0.0077,0.0077,-0.8,2.614
1993-02-26,wheat/winter wheat,2,209.2,197.7,0,0,0.3935,0.1,0.265,0.236,0.237,0.265,0.236,0.237,0.0086,0.0077,0.0077,-2,7.36
1993-02-27,wheat/winter wheat,2,209.1,197.6,0,0,0.3934,0.7,0.273,0.236,0.237,0.273,0.236,0.237,0.0086,0.0077,0.0077,-2.7,6.112
1993-02-28,wheat/winter wheat,2,209,197.6,0,0,0.3933,0,0.273,0.236,0.236,0.273,0.236,0.236,0.0086,0.0077,0.0077,-1.1,5.249
1993-03-01,wheat/winter wheat,2,218,205.5,0,0,0.3932,0,0.272,0.235,0.236,0.272,0.235,0.236,0.0086,0.0077,0.0077,0.5,10.331
1993-03-02,wheat/winter wheat,2,217.9,205.4,0,0,0.4088,0,0.272,0.235,0.236,0.272,0.235,0.236,0.0086,0.0077,0.0077,-1.3,10.576
1993-03-03,wheat/winter wheat,2,217.8,205.4,0,0,0.4087,0,0.272,0.235,0.236,0.272,0.235,0.236,0.0086,0.0077,0.0077,-4,9.458
1993-03-04,wheat/winter wheat,2,217.7,205.3,0,0,0.4086,0.1,0.273,0.235,0.235,0.273,0.235,0.235,0.0086,0.0077,0.0077,-3.8,10.886
1993-03-05,wheat/winter wheat,2,217.7,205.3,0,0,0.4085,0,0.273,0.235,0.235,0.273,0.235,0.235,0.0086,0.0077,0.0077,-2.8,6.548
1993-03-06,wheat/winter wheat,2,228.7,214.8,0,0,0.4084,0,0.268,0.234,0.235,0.268,0.234,0.235,0.0086,0.0077,0.0077,2.5,10.1
1993-03-07,wheat/winter wheat,2,239.9,224.5,0,0,0.4273,0,0.265,0.234,0.234,0.265,0.234,0.234,0.0086,0.0077,0.0077,1.8,10.581
1993-03-08,wheat/winter wheat,2,239.8,224.4,0,0,0.4463,0,0.264,0.234,0.234,0.264,0.234,0.234,0.0086,0.0077,0.0077,-0.3,7.955
1993-03-09,wheat/winter wheat,2,239.6,224.4,0,0,0.4462,0,0.264,0.234,0.234,0.264,0.234,0.234,0.0086,0.0077,0.0077,-0.7,13.799
1993-03-10,wheat/winter wheat,2,251.9,234.9,0,0,0.4461,0,0.26,0.234,0.233,0.26,0.234,0.233,0.0086,0.0077,0.0077,1.9,11.77
1993-03-11,wheat/winter wheat,2,262.9,244.3,0,0,0.4668,0,0.257,0.233,0.233,0.257,0.233,0.233,0.0086,0.0077,0.0077,1.5,8.105
1993-03-12,wheat/winter wheat,2,276.2,255.6,0,0,0.4855,0,0.254,0.233,0.232,0.254,0.233,0.232,0.0086,0.0077,0.0077,2.7,10.138
1993-03-13,wheat/winter wheat,2,291.9,268.8,0,0,0.5077,0,0.238,0.239,0.236,0.238,0.239,0.236,0.0086,0.0077,0.0077,5.4,9.977
1993-03-14,wheat/winter wheat,2,309.8,283.4,0,0,0.5336,0,0.232,0.237,0.236,0.232,0.237,0.236,0.0086,0.0077,0.0077,6.7,10.436
1993-03-15,wheat/winter wheat,2,332,301,0,0,0.5622,0,0.225,0.234,0.235,0.225,0.234,0.235,0.0086,0.0077,0.0077,8.3,12.602
1993-03-16,wheat/winter wheat,2,353.9,317.5,0,0,0.5966,1.8,0.229,0.234,0.234,0.229,0.234,0.234,0.0086,0.0077,0.0077,10.4,8.991
1993-03-17,wheat/winter wheat,2,369.9,329.3,0,0,0.6289,0.5,0.226,0.232,0.233,0.226,0.232,0.233,0.0085,0.0077,0.0077,8.1,2.795
1993-03-18,wheat/winter wheat,2,387.8,342,0,0,0.6518,1.4,0.23,0.231,0.231,0.23,0.231,0.231,0.0085,0.0077,0.0077,9.8,3.101
1993-03-19,wheat/winter wheat,2,409.8,357.2,0,0,0.6763,0.2,0.224,0.228,0.23,0.224,0.228,0.23,0.0085,0.0077,0.0077,5.4,9.836
1993-03-20,wheat/winter wheat,2,435.9,374.8,0,0,0.7058,0,0.215,0.225,0.228,0.215,0.225,0.228,0.0085,0.0077,0.0077,6.6,12.253
1993-03-21,wheat/winter wheat,2,466,394.5,0,0,0.7398,0,0.206,0.223,0.227,0.206,0.223,0.227,0.0085,0.0077,0.0077,8,13.576
1993-03-22,wheat/winter wheat,2,493.1,411.4,0,0,0.7777,0.1,0.199,0.22,0.225,0.199,0.22,0.225,0.0085,0.0077,0.0077,10.3,7.096
1993-03-23,wheat/winter wheat,2,525.2,430.7,0,0,0.81,0.8,0.197,0.217,0.224,0.197,0.217,0.224,0.0085,0.0077,0.0077,8.1,11.177
1993-03-24,wheat/winter wheat,2,555.1,448.3,0,0,0.847,0,0.189,0.215,0.222,0.189,0.215,0.222,0.0085,0.0077,0.0077,4.7,13.198
1993-03-25,wheat/winter wheat,2,580.5,463.2,0,0,0.8807,0.7,0.189,0.213,0.221,0.189,0.213,0.221,0.0085,0.0077,0.0077,2.5,10.462
1993-03-26,wheat/winter wheat,2,606.3,478.3,0,0,0.9093,0,0.184,0.211,0.22,0.184,0.211,0.22,0.0085,0.0077,0.0077,1.1,13.919
1993-03-27,wheat/winter wheat,2,606,478.2,0,0,0.9381,0.1,0.184,0.211,0.22,0.184,0.211,0.22,0.0085,0.0077,0.0077,-0.1,10.843
1993-03-28,wheat/winter wheat,2,630.4,492.5,0,0,0.9378,0,0.179,0.209,0.219,0.179,0.209,0.219,0.0085,0.0077,0.0077,0.7,10.895
1993-03-29,wheat/winter wheat,2,652.1,505.2,0,0,0.9652,0.8,0.186,0.209,0.219,0.186,0.209,0.219,0.0085,0.0077,0.0077,0.1,6.072
1993-03-30,wheat/winter wheat,2,675.3,518.8,0,0,0.9895,0,0.181,0.207,0.218,0.181,0.207,0.218,0.0085,0.0077,0.0077,0.8,6.285
1993-03-31,wheat/winter wheat,2,707.6,537.5,0,0,1.0155,0,0.175,0.205,0.216,0.175,0.205,0.216,0.0085,0.0077,0.0077,3.1,14.071
1993-04-01,wheat/winter wheat,2,743.1,557.6,0,0,1.0511,0,0.167,0.202,0.215,0.167,0.202,0.215,0.0085,0.0077,0.0077,4.8,11.638
1993-04-02,wheat/winter wheat,2,788.6,582.6,0,0,1.0893,0,0.157,0.199,0.213,0.157,0.199,0.213,0.0085,0.0077,0.0077,5.2,19.067
1993-04-03,wheat/winter wheat,2,823.2,601.1,0,0,1.1369,0,0.152,0.197,0.211,0.152,0.197,0.211,0.0085,0.0077,0.0077,5.5,4.593
1993-04-04,wheat/winter wheat,2,861.6,621.1,0,0,1.172,0,0.148,0.195,0.21,0.148,0.195,0.21,0.0085,0.0077,0.0077,5.4,6.538
1993-04-05,wheat/winter wheat,2,905.5,643.3,0,0,1.2098,0,0.142,0.192,0.209,0.142,0.192,0.209,0.0085,0.0077,0.0077,5.5,9.387
1993-04-06,wheat/winter wheat,2,955.8,667.7,0,0,1.2517,2,0.153,0.189,0.207,0.153,0.189,0.207,0.0085,0.0077,0.0077,6.9,10.675
1993-04-07,wheat/winter wheat,2,1007.1,691.7,0,0,1.2975,3.8,0.183,0.186,0.205,0.183,0.186,0.205,0.0085,0.0077,0.0077,6.7,9.719
1993-04-08,wheat/winter wheat,2,1049.9,711.1,0,0,1.3424,0,0.177,0.184,0.204,0.177,0.184,0.204,0.0085,0.0077,0.0077,4.9,3.076
1993-04-09,wheat/winter wheat,2,1093.9,731,0,0,1.3788,0,0.172,0.182,0.202,0.172,0.182,0.202,0.0085,0.0077,0.0077,1.4,11.055
1993-04-10,wheat/winter wheat,2,1143.9,753.6,0,0,1.4162,0,0.165,0.179,0.201,0.165,0.179,0.201,0.0085,0.0077,0.0077,0.9,21.283
1993-04-11,wheat/winter wheat,2,1200.6,779,0,0,1.4585,0,0.158,0.176,0.199,0.158,0.176,0.199,0.0085,0.0077,0.0077,2.3,22.783
1993-04-12,wheat/winter wheat,2,1266.7,808,0,0,1.506,0,0.15,0.173,0.197,0.15,0.173,0.197,0.0085,0.0077,0.0077,4,22.411
1993-04-13,wheat/winter wheat,2,1341.4,839.5,0,0,1.56,0,0.141,0.169,0.194,0.141,0.169,0.194,0.0085,0.0077,0.0077,5.6,19.741
1993-04-14,wheat/winter wheat,2,1424.4,872.5,0,0,1.6185,0,0.132,0.165,0.191,0.132,0.165,0.191,0.0085,0.0077,0.0077,8.1,17.22
1993-04-15,wheat/winter wheat,2,1519.3,907.9,0,0,1.6795,0,0.123,0.159,0.188,0.123,0.159,0.188,0.0085,0.0077,0.0077,8.6,19.896
1993-04-16,wheat/winter wheat,2,1615.3,941.8,0,0,1.7446,0,0.116,0.155,0.185,0.116,0.155,0.185,0.0085,0.0077,0.0077,7.2,21.499
1993-04-17,wheat/winter wheat,2,1721,975.8,0,0,1.8066,0,0.107,0.149,0.18,0.107,0.149,0.18,0.0085,0.0077,0.0077,10.7,17.429
1993-04-18,wheat/winter wheat,2,1806,1000.9,0,0,1.8684,7.5,0.172,0.146,0.176,0.172,0.146,0.176,0.0085,0.0077,0.0077,9.9,9.979
1993-04-19,wheat/winter wheat,2,1911.6,1030.3,0,0,1.9139,0,0.159,0.143,0.172,0.159,0.143,0.172,0.0085,0.0077,0.0077,6.7,20.928
1993-04-20,wheat/winter wheat,2,2018.4,1058.1,0,0,1.9669,0,0.149,0.14,0.169,0.149,0.14,0.169,0.0085,0.0077,0.0077,7,19.444
1993-04-21,wheat/winter wheat,3,2151.2,1091.2,0,0,2.0169,0,0.133,0.134,0.163,0.133,0.134,0.163,0.0085,0.0077,0.0077,13.8,19.686
1993-04-22,wheat/winter wheat,3,2296.2,1127.2,0,0,2.0762,0,0.12,0.129,0.158,0.12,0.129,0.158,0.0085,0.0077,0.0077,16.1,20.481
1993-04-23,wheat/winter wheat,3,2442.6,1163.5,0,0,2.1407,0,0.11,0.124,0.152,0.11,0.124,0.152,0.0085,0.0077,0.0077,15.1,20.111
1993-04-24,wheat/winter wheat,3,2593.2,1200.8,0,0,2.2056,0,0.094,0.116,0.143,0.094,0.116,0.143,0.0085,0.0077,0.0077,18.1,21.857
1993-04-25,wheat/winter wheat,3,2741.6,1237.4,0,0,2.2721,0,0.082,0.109,0.133,0.082,0.109,0.133,0.0085,0.0077,0.0077,20.1,20.789
1993-04-26,wheat/winter wheat,3,2904.7,1277.5,0,0,2.3373,0,0.076,0.103,0.125,0.076,0.103,0.125,0.0085,0.0077,0.0077,20.2,23.425
1993-04-27,wheat/winter wheat,3,3060.9,1315.8,0,0,2.4086,0,0.073,0.1,0.12,0.073,0.1,0.12,0.0085,0.0077,0.0077,18.7,21.178
1993-04-28,wheat/winter wheat,3,3218.9,1354.4,0,0,2.4766,0,0.071,0.097,0.115,0.071,0.097,0.115,0.0085,0.0077,0.0077,19.5,21.598
1993-04-29,wheat/winter wheat,3,3386.2,1395.2,0,0,2.545,0,0.07,0.094,0.109,0.07,0.094,0.109,0.0085,0.0077,0.0077,19.3,22.531
1993-04-30,wheat/winter wheat,3,3558.2,1437,0,0,2.6171,3.3,0.095,0.093,0.105,0.095,0.093,0.105,0.0085,0.0077,0.0077,19.2,23.03
1993-05-01,wheat/winter wheat,3,3733.7,1479.6,0,0,2.6909,0,0.086,0.091,0.102,0.086,0.091,0.102,0.0085,0.0077,0.0077,18.6,22.96
1993-05-02,wheat/winter wheat,3,3884.4,1516,0,0,2.7658,0.1,0.081,0.09,0.1,0.081,0.09,0.1,0.0085,0.0077,0.0077,16.7,18.738
1993-05-03,wheat/winter wheat,3,3979.7,1539,0,0,2.83,0,0.079,0.089,0.098,0.079,0.089,0.098,0.0085,0.0077,0.0077,11.2,5.458
1993-05-04,wheat/winter wheat,3,4154.1,1581.1,0,0,2.8704,0,0.076,0.088,0.097,0.076,0.088,0.097,0.0085,0.0077,0.0077,8.9,25.992
1993-05-05,wheat/winter wheat,3,4323.8,1622,0,0,2.9443,0,0.074,0.087,0.096,0.074,0.087,0.096,0.0085,0.0077,0.0077,8.7,24.505
1993-05-06,wheat/winter wheat,3,4421.9,1645.6,0,0,3.016,0.4,0.074,0.087,0.095,0.074,0.087,0.095,0.0085,0.0077,0.0077,8.3,5.824
1993-05-07,wheat/winter wheat,3,4586.4,1685,0,0,3.0574,0.3,0.072,0.086,0.094,0.072,0.086,0.094,0.0085,0.0077,0.0077,14.9,19.952
1993-05-08,wheat/winter wheat,3,4765.9,1728,0,0,3.1265,0,0.071,0.085,0.093,0.071,0.085,0.093,0.0085,0.0077,0.0077,17.9,21.539
1993-05-09,wheat/winter wheat,3,4945.3,1770.8,0,0,3.2015,0,0.07,0.084,0.092,0.07,0.084,0.092,0.0085,0.0077,0.0077,18.7,22.127
1993-05-10,wheat/winter wheat,3,5127.7,1814.2,0,0,3.2761,0,0.07,0.083,0.091,0.07,0.083,0.091,0.0085,0.0077,0.0077,18.2,21.646
1993-05-11,wheat/winter wheat,3,5302.4,1855.7,0,0,3.3515,0,0.069,0.082,0.09,0.069,0.082,0.09,0.0085,0.0077,0.0077,19.7,21.752
1993-05-12,wheat/winter wheat,3,5493.2,1900.8,0,0,3.4234,0,0.069,0.081,0.09,0.069,0.081,0.09,0.0085,0.0077,0.0077,19.5,23.897
1993-05-13,wheat/winter wheat,3,5668,1942,0,0,3.5016,0,0.069,0.08,0.089,0.069,0.08,0.089,0.0085,0.0077,0.0077,19.6,24.034
1993-05-14,wheat/winter wheat,3,5843,1983.2,0,0,3.5728,0,0.068,0.079,0.089,0.068,0.079,0.089,0.0085,0.0077,0.0077,19.8,25.746
1993-05-15,wheat/winter wheat,3,5968.4,2012.6,0,0,3.6437,0,0.068,0.079,0.088,0.068,0.079,0.088,0.0085,0.0077,0.0077,16,18.465
1993-05-16,wheat/winter wheat,3,6060.4,2034.1,0,0,3.6943,0.5,0.068,0.078,0.088,0.068,0.078,0.088,0.0085,0.0077,0.0077,12.6,17.823
1993-05-17,wheat/winter wheat,3,6140.5,2052.8,0,0,3.7313,0,0.067,0.078,0.087,0.067,0.078,0.087,0.0085,0.0077,0.0077,14.2,28.344
1993-05-18,wheat/winter wheat,3,6176.5,2061.2,0,0,3.7634,0,0.067,0.077,0.087,0.067,0.077,0.087,0.0085,0.0077,0.0077,17,28.503
1993-05-19,wheat/winter wheat,3,6174.9,2060.4,0,0,3.7777,0,0.067,0.077,0.087,0.067,0.077,0.087,0.0085,0.0077,0.0077,20.4,26.14
1993-05-20,wheat/winter wheat,3,6169.4,2057.6,0,0,3.7764,0,0.066,0.076,0.086,0.066,0.076,0.086,0.0085,0.0077,0.0077,22.1,24.667
1993-05-21,wheat/winter wheat,3,6161.7,2053.8,0,0,3.7717,8.6,0.138,0.076,0.086,0.138,0.076,0.086,0.0085,0.0077,0.0077,19.2,16.847
1993-05-22,wheat/winter wheat,3,6156.9,2051.4,0,0,3.7652,2.6,0.137,0.076,0.086,0.137,0.076,0.086,0.0085,0.0077,0.0077,13.2,3.272
1993-05-23,wheat/winter wheat,4,6208.9,2062.7,2.8,2.4,3.7611,0,0.115,0.076,0.085,0.115,0.076,0.085,0.0085,0.0077,0.0077,15.2,12.748
1993-05-24,wheat/winter wheat,4,6275.8,2075.7,12.7,10.8,3.7801,0,0.097,0.076,0.085,0.097,0.076,0.085,0.0085,0.0077,0.0077,16,18.983
1993-05-25,wheat/winter wheat,4,6304.6,2080.5,20.3,17.3,3.802,0,0.088,0.076,0.085,0.088,0.076,0.085,0.0085,0.0077,0.0077,17.2,22.38
1993-05-26,wheat/winter wheat,4,6301.1,2078.8,20.3,17.3,3.81,0,0.085,0.076,0.085,0.085,0.076,0.085,0.0085,0.0077,0.0077,12.5,12.802
1993-05-27,wheat/winter wheat,4,6296.6,2076.5,20.3,17.3,3.8071,7.1,0.139,0.076,0.084,0.139,0.076,0.084,0.0085,0.0077,0.0077,10.7,5.53
1993-05-28,wheat/winter wheat,4,6290.5,2073.5,20.3,17.3,3.8034,0.7,0.117,0.076,0.084,0.117,0.076,0.084,0.0085,0.0077,0.0077,14,12.002
1993-05-29,wheat/winter wheat,4,6353.2,2078.6,59.4,50.5,3.7984,0.1,0.096,0.076,0.084,0.096,0.076,0.084,0.0085,0.0077,0.0077,11.5,13.475
1993-05-30,wheat/winter wheat,4,6396.7,2081.2,90.7,77.1,3.8068,10.2,0.175,0.076,0.084,0.175,0.076,0.084,0.0085,0.0077,0.0077,16.1,25.627
1993-05-31,wheat/winter wheat,4,6392.3,2079,90.7,77.1,3.8109,2.3,0.147,0.076,0.083,0.147,0.076,0.083,0.0085,0.0077,0.0077,14.7,21.851
1993-06-01,wheat/winter wheat,4,6542.7,2081.8,224.9,191.2,3.8074,0,0.109,0.076,0.083,0.109,0.076,0.083,0.0085,0.0077,0.0077,14.5,22.29
1993-06-02,wheat/winter wheat,4,6659.1,2081.8,337.4,286.8,3.8118,0,0.093,0.076,0.083,0.093,0.076,0.083,0.0085,0.0077,0.0077,16.3,22.668
1993-06-03,wheat/winter wheat,5,6659.1,2080.5,338.8,287.9,3.812,1.8,0.091,0.076,0.083,0.091,0.076,0.083,0.0085,0.0077,0.0077,14.8,10.01
1993-06-04,wheat/winter wheat,5,6653.5,2075.5,341,289.9,3.8038,0,0.085,0.076,0.082,0.085,0.076,0.082,0.0085,0.0077,0.0077,15.4,29.05
1993-06-05,wheat/winter wheat,5,6647.3,2069.1,344.3,292.6,3.7858,0,0.082,0.076,0.082,0.082,0.076,0.082,0.0085,0.0077,0.0077,15.8,30.434
1993-06-06,wheat/winter wheat,5,6639.9,2060.8,348.8,296.5,3.7614,0,0.079,0.076,0.082,0.079,0.076,0.082,0.0085,0.0077,0.0077,18.1,19.492
1993-06-07,wheat/winter wheat,5,6633.3,2051.9,354.5,301.3,3.7282,0,0.076,0.075,0.081,0.076,0.075,0.081,0.0085,0.0077,0.0077,16.5,28.235
1993-06-08,wheat/winter wheat,5,6626.4,2041.8,361.1,307,3.6893,0,0.074,0.075,0.081,0.074,0.075,0.081,0.0085,0.0077,0.0077,16.8,26.325
1993-06-09,wheat/winter wheat,5,6618.7,2030,369.1,313.7,3.6438,0,0.072,0.075,0.081,0.072,0.075,0.081,0.0085,0.0077,0.0077,18.6,30.017
1993-06-10,wheat/winter wheat,5,6609.2,2015.6,378.7,321.9,3.5901,0,0.071,0.074,0.08,0.071,0.074,0.08,0.0085,0.0077,0.0077,22,27.872
1993-06-11,wheat/winter wheat,5,6600.7,2000.2,389.9,331.4,3.5248,0,0.07,0.074,0.08,0.07,0.074,0.08,0.0085,0.0077,0.0077,21.6,18.194
1993-06-12,wheat/winter wheat,5,6594.8,1985.6,401.5,341.3,3.4511,32,0.274,0.174,0.08,0.274,0.174,0.08,0.0085,0.0077,0.0077,14.1,3.43
1993-06-13,wheat/winter wheat,5,6589.8,1971.3,413.3,351.3,3.3767,27.1,0.37,0.244,0.109,0.37,0.244,0.109,0.0085,0.0077,0.0077,12.1,3.859
1993-06-14,wheat/winter wheat,5,6772.3,1959.5,604.5,513.8,3.3022,0,0.265,0.232,0.205,0.265,0.232,0.205,0.0085,0.0077,0.0077,13.2,17.388
1993-06-15,wheat/winter wheat,5,6951.8,1947.8,792.7,673.8,3.2315,0.1,0.22,0.228,0.207,0.22,0.228,0.207,0.0085,0.0077,0.0077,12.5,18.312
1993-06-16,wheat/winter wheat,5,7132.1,1936.1,981.7,834.4,3.1609,0.4,0.198,0.216,0.199,0.198,0.216,0.199,0.0085,0.0077,0.0077,12.5,15.356
1993-06-17,wheat/winter wheat,5,7326.6,1924.3,1184.8,1007.1,3.0907,4.2,0.204,0.204,0.191,0.204,0.204,0.191,0.0085,0.0077,0.0077,14.2,17.787
1993-06-18,wheat/winter wheat,5,7500.5,1912.5,1367.7,1162.6,3.0202,0.5,0.183,0.192,0.183,0.183,0.192,0.183,0.0085,0.0077,0.0077,14.8,14.115
1993-06-19,wheat/winter wheat,5,7633.5,1900.6,1510.5,1284,2.9493,6.4,0.219,0.186,0.179,0.219,0.186,0.179,0.0085,0.0077,0.0077,15,7.833
1993-06-20,wheat/winter wheat,5,7822.8,1888.8,1708.9,1452.6,2.8781,7.5,0.226,0.211,0.172,0.226,0.211,0.172,0.0085,0.0077,0.0077,14.4,17.771
1993-06-21,wheat/winter wheat,5,8046.4,1876.9,1941.1,1649.9,2.8068,0,0.201,0.198,0.163,0.201,0.198,0.163,0.0085,0.0077,0.0077,14,24.021
1993-06-22,wheat/winter wheat,5,8234.5,1865.1,2138.4,1817.6,2.7357,0,0.182,0.188,0.157,0.182,0.188,0.157,0.0085,0.0077,0.0077,14.4,18.736
1993-06-23,wheat/winter wheat,5,8403.9,1853.3,2317.2,1969.6,2.6647,1,0.17,0.181,0.153,0.17,0.181,0.153,0.0085,0.0077,0.0077,14.6,16.044
1993-06-24,wheat/winter wheat,5,8582.6,1841.7,2505.1,2129.3,2.5939,5.6,0.191,0.171,0.147,0.191,0.171,0.147,0.0085,0.0077,0.0077,11.7,19.642
1993-06-25,wheat/winter wheat,5,8749.9,1830.3,2681.5,2279.3,2.5242,0.1,0.17,0.161,0.142,0.17,0.161,0.142,0.0085,0.0077,0.0077,11.2,18.637
1993-06-26,wheat/winter wheat,5,8902,1819.1,2842.8,2416.4,2.4558,0,0.157,0.154,0.139,0.157,0.154,0.139,0.0085,0.0077,0.0077,11.6,16.292
1993-06-27,wheat/winter wheat,5,9030.9,1808,2981.2,2534,2.3886,0.7,0.149,0.15,0.137,0.149,0.15,0.137,0.0085,0.0077,0.0077,12.4,12.49
1993-06-28,wheat/winter wheat,5,9177.7,1797.1,3137,2666.4,2.3222,2,0.148,0.146,0.135,0.148,0.146,0.135,0.0085,0.0077,0.0077,13,18.62
1993-06-29,wheat/winter wheat,5,9326.5,1786.2,3294.9,2800.6,2.2567,0,0.133,0.138,0.131,0.133,0.138,0.131,0.0085,0.0077,0.0077,15.3,20.573
1993-06-30,wheat/winter wheat,5,9496,1775.4,3473.2,2952.2,2.1914,0,0.115,0.128,0.124,0.115,0.128,0.124,0.0085,0.0077,0.0077,14.6,27.386
1993-07-01,wheat/winter wheat,5,9634.4,1764.7,3620.7,3077.6,2.1266,0,0.103,0.12,0.118,0.103,0.12,0.118,0.0085,0.0077,0.0077,14.5,24.757
1993-07-02,wheat/winter wheat,5,9755.8,1753.9,3751.6,3188.8,2.0623,0,0.089,0.111,0.11,0.089,0.111,0.11,0.0085,0.0077,0.0077,18.4,29.751
1993-07-03,wheat/winter wheat,5,9825.8,1743,3831.8,3257,1.9975,0,0.081,0.103,0.104,0.081,0.103,0.104,0.0085,0.0077,0.0077,18.8,21.365
1993-07-04,wheat/winter wheat,5,9948.1,1732.1,3964,3369.4,1.9321,0,0.077,0.099,0.1,0.077,0.099,0.1,0.0085,0.0077,0.0077,19.9,15.749
1993-07-05,wheat/winter wheat,5,10057.5,1721.2,4083.3,3470.8,1.8666,0.1,0.074,0.096,0.098,0.074,0.096,0.098,0.0085,0.0077,0.0077,17.1,13.653
1993-07-06,wheat/winter wheat,5,10176.7,1710.6,4212,3580.2,1.8016,14,0.201,0.096,0.097,0.201,0.096,0.097,0.0084,0.0077,0.0077,13.3,14.541
1993-07-07,wheat/winter wheat,5,10299.8,1700.3,4344.5,3692.9,1.738,4.1,0.22,0.095,0.096,0.22,0.095,0.096,0.0084,0.0077,0.0077,12.6,18.009
1993-07-08,wheat/winter wheat,5,10429.5,1690.2,4483.4,3810.9,1.6761,0,0.197,0.095,0.095,0.197,0.095,0.095,0.0084,0.0077,0.0077,14.2,20.314
1993-07-09,wheat/winter wheat,5,10575.9,1680.2,4638.9,3943.1,1.6155,0,0.158,0.094,0.093,0.158,0.094,0.093,0.0084,0.0077,0.0077,20.1,27.742
1993-07-10,wheat/winter wheat,5,10656.4,1670.3,4728.8,4019.5,1.5551,0.8,0.146,0.094,0.093,0.146,0.094,0.093,0.0084,0.0077,0.0077,17,14.7
